komentar_bersih,prepos_text,polarity_score,sentiment,labeling_polarity,predicted_sentiment,sentimen_NaiveBayes
bismillah dukung pak anis rasyid baswedan dan muhaimin iskandar sebagai presiden ri 2024 kabulkan doadoa kami ya allah kami dan negara butuh pemimpin seperti mereka amin,"['bismillah', 'dukung', 'anis', 'rasyid', 'baswedan', 'muhaimin', 'iskandar', 'presiden', 'ri', '2024', 'kabul', 'doadoa', 'ya', 'allah', 'negara', 'butuh', 'pimpin', 'amin']",15,positif,1,1,positif
kalo memang debatnya keren isi kolom komentar ini enggak semuanya isinya ratarata dukungan buat pak anies dong ya kan terbukti orang berilmu sama yang cuman gemoy mana,"['kalo', 'debat', 'keren', 'isi', 'kolom', 'komentar', 'isi', 'ratarata', 'dukung', 'anies', 'ya', 'bukti', 'orang', 'beril', 'cuman', 'gemoy']",2,positif,1,1,positif
jujur dan adil tanpa ada kepentingan pribadi semoga sukses sampai hari h dan di berikan kemudahan amin,"['jujur', 'adil', 'penting', 'pribadi', 'moga', 'sukses', 'h', 'mudah', 'amin']",10,positif,1,1,positif
keluarga kami siap dan yakin memilih no 1,"['keluarga', 'pilih', 'no', '1']",-1,negatif,-1,1,positif
khawatir jika indonesia akan di pimpin oleh pragib bagaimana akan nasib indonesia bisa menjadi lebih maju dan berkembang,"['khawatir', 'indonesia', 'pimpin', 'pragib', 'nasib', 'indonesia', 'maju', 'kembang']",-1,negatif,-1,-1,negatif
pak anies baswedan akan membawa perubahan indonesia menjadi lebih maju dan berkembang bersama masyarakat dan anak muda bangsabrpasangan amin bisa presiden dan wakil presiden 2024,"['anies', 'baswedan', 'bawa', 'ubah', 'indonesia', 'maju', 'kembang', 'masyarakat', 'anak', 'muda', 'bangsabrpasangan', 'amin', 'presiden', 'wakil', 'presiden', '2024']",2,positif,1,1,positif
dukung pak anies all ini amin,"['dukung', 'anies', 'all', 'amin']",4,positif,1,1,positif
kasihan dengan kelompok pragib kurang bisa menanggapi dengan baik setiap pertanyaan dari paslon lain dan ketika giliran pr agib bertanya bisa dipatahkan oleh paslon lain itulah pentingnya belajar dan data akhirnya yang ada adalah emosional 3gak suka enggak pilih saya enggak papaquot terus apa gunanya kampanye ke sana ke maritujuan kampanye kan menarik orang agar memilih dan mendukung paslonakhirnya kerja keras pragib sia buang tenaga uang kalo akhirnya enggak usah pilih sayawell sudah menyerah pakbelum di mulaisudah menyerahlha kalo mengurus negara ambekan dan emosional bagaimana negara ini,"['kasihan', 'kelompok', 'pragib', 'tanggap', 'paslon', 'gilir', 'pr', 'agib', 'patah', 'paslon', 'ajar', 'data', 'emosional', '3gak', 'suka', 'pilih', 'papaquot', 'guna', 'kampanye', 'maritujuan', 'kampanye', 'tarik', 'orang', 'pilih', 'dukung', 'paslonakhirnya', 'kerja', 'keras', 'pragib', 'sia', 'buang', 'tenaga', 'uang', 'kalo', 'pilih', 'sayawell', 'serah', 'pakbelum', 'mulaisudah', 'menyerahlha', 'kalo', 'urus', 'negara', 'ambek', 'emosional', 'negara']",-5,negatif,-1,-1,negatif
pragib bagaimana sih kok terlihat seperti orang glagaban debat dengan pak anies khawatir kalau dipimpin oleh anda nantinya,"['pragib', 'sih', 'orang', 'glagaban', 'debat', 'anies', 'khawatir', 'pimpin']",-1,negatif,-1,-1,negatif
pragib bagaimana sih kok terlihat seperti orang glagaban debat dengan pak anies,"['pragib', 'sih', 'orang', 'glagaban', 'debat', 'anies']",3,positif,1,-1,negatif
bagaimana jadinya bangsa ini menjadi lebih maju dan sukses jika calon yang akan memimpin seperti pasangan pragib yang agak mengkhawatirkan,"['bangsa', 'maju', 'sukses', 'calon', 'pimpin', 'pasang', 'pragib', 'khawatir']",3,positif,1,1,positif
program kerja pak anies positif bagus semoga terlaksana setelah jadi presiden,"['program', 'kerja', 'anies', 'positif', 'bagus', 'moga', 'laksana', 'presiden']",8,positif,1,1,positif
pasangan pak prabowo gibran seperti kebingunan mengikuti debat ini dengan tingkah dan jawabanjawabanya kurang memuaskan,"['pasang', 'prabowo', 'gibran', 'kebingunan', 'ikut', 'debat', 'tingkah', 'jawabanjawabanya', 'muas']",4,positif,1,1,positif
memilih presiden yang pintar prakteknya bukan teorinya dan sudah jelas ganjar dan mahfud,"['pilih', 'presiden', 'pintar', 'praktek', 'teori', 'ganjar', 'mahfud']",3,positif,1,1,positif
public speakingnya pak anis bagus sekali dan tenang terlihat dari salah satu teknik publik speaking dengan gerakan tangannya siapapun presiden nantiknya semoga indonesia lebih baik dari tahun sebelumnya,"['public', 'speakingnya', 'anis', 'bagus', 'tenang', 'salah', 'teknik', 'publik', 'speaking', 'gera', 'tangan', 'presiden', 'nantiknya', 'moga', 'indonesia']",-1,negatif,-1,1,positif
pandai berdebatpandai merangkai katamanis bicara dan janjipercuma rakyat sudah pada pinter mana yang bisa kerjamana yang tidak yang dibutuhkan negeri ini adalah pandai bekerja nyata kalo cuma pandai merangkai kata cukup tukang obat dijalan an ajdan cukup 1 profinsi yang tertipu,"['pandai', 'berdebatpandai', 'rangkai', 'katamanis', 'bicara', 'janjipercuma', 'rakyat', 'pinter', 'kerjamana', 'butuh', 'negeri', 'pandai', 'nyata', 'kalo', 'pandai', 'rangkai', 'tukang', 'obat', 'jalan', 'an', 'ajdan', '1', 'profinsi', 'tipu']",-12,negatif,-1,-1,negatif
rakyat juga sudah sadar produk gagal reformasi dan anak haram konstitusi,"['rakyat', 'sadar', 'produk', 'gagal', 'reformasi', 'anak', 'haram', 'konstitusi']",-3,negatif,-1,-1,negatif
dan 1 indonesia ditipu demi kepentingan kekuasaan,"['1', 'indonesia', 'tipu', 'penting', 'kuasa']",2,positif,1,1,positif
sekalipun nabi yang diturunkan saja masih ada yang kurang puasapalg cuma seorang jokowi yang sama seperti kebnykn manusia jadi jangan munafik juga di diri kita initoh sudah bny contoh pejabat dari sebelumnya jugaapakah kita merasa puas jadi lebih dewasa dalam menilai seseorangkita juga belum tentu bisa seperti merekamereka ini tapi yang perlu diingat kepuasan publik yang dihitung secara keseluruhanbukan dihitung dari yang segelintir orang kepuasan terhadap jokowi diakhir jabatan nya masih diatas 0 dan ini tidak gampangsekaliber amerika yang katanya paling demokratis saja mana ada tingkat kepuasan sampai 0 dan inti fakta,"['nabi', 'turun', 'puasapalg', 'jokowi', 'kebnykn', 'manusia', 'munafik', 'initoh', 'bny', 'contoh', 'jabat', 'jugaapakah', 'puas', 'dewasa', 'nilai', 'seseorangkita', 'merekamereka', 'puas', 'publik', 'hitung', 'keseluruhanbukan', 'hitung', 'gelintir', 'orang', 'puas', 'jokowi', 'akhir', 'jabat', 'nya', 'atas', '0', 'gampangsekaliber', 'amerika', 'demokratis', 'tingkat', 'puas', '0', 'inti', 'fakta']",12,positif,1,1,positif
disini kita bicara data bukan sentimen pribadidan ente kalo kurang puas bisa cari dimedia aplg dijaman now tidak ada yang bisa ditutupijadi gunakan akal sehat kita jangan lantaran kita benci sehingga menyampingkan akal dan logika sehat kita,"['bicara', 'data', 'sentimen', 'pribadidan', 'ente', 'kalo', 'puas', 'cari', 'media', 'aplg', 'jam', 'now', 'ditutupijadi', 'akal', 'sehat', 'lantar', 'benci', 'samping', 'akal', 'logika', 'sehat']",-5,negatif,-1,-1,negatif
dalam memilih imam hidup berkeluarga saja kita musti selektif apalagi memilih imam untuk hidup bernegarabrbrproses debat ini adalah proses masa taaruf kita terhadap calon imam indonesiabrbrselain berikhtiar dengan cara bumi kita musti melibatkan zat yang di langit berdoa supaya dipilihkan imam terbaik yang akan mencintai rakyatnya dan rakyatpun mencintainya,"['pilih', 'imam', 'hidup', 'keluarga', 'musti', 'selektif', 'pilih', 'imam', 'hidup', 'bernegarabrbrproses', 'debat', 'proses', 'taaruf', 'calon', 'imam', 'indonesiabrbrselain', 'ikhtiar', 'bumi', 'musti', 'libat', 'zat', 'langit', 'doa', 'pilih', 'imam', 'baik', 'cinta', 'rakyat', 'rakyat', 'cinta']",-11,negatif,-1,-1,negatif
best paslon no 2 yang lebih dewasa dalam gagasan real berkelanjutan kalo janji manis iniitublablaitu baru rencana dan tau sendiri kalo baru rencana bny bicara teori jauh dari kenyataan apalagi terkenal dengan pandai merangkai katakata manis teori retorikawaduhhmau dibawa kemana negeri ini nantinya respect buat prabowo mengedukasi bukan menyerang lawan yang pasti prabowo yang punya partai jadi kecil kemungkinan disetir oleh partainya beda dengan pesuruh partai apalagi secar real dibiayai oleh partainyamelahirkan balas budi cari keuntungan setdknya memulang kan biaya bibirnya kerja buat rakyatnya kapan,"['best', 'paslon', 'no', '2', 'dewasa', 'gagas', 'real', 'lanjut', 'kalo', 'janji', 'manis', 'iniitublablaitu', 'rencana', 'tau', 'kalo', 'rencana', 'bny', 'bicara', 'teori', 'nyata', 'kenal', 'pandai', 'rangkai', 'katakata', 'manis', 'teori', 'retorikawaduhhmau', 'bawa', 'mana', 'negeri', 'respect', 'prabowo', 'edukasi', 'serang', 'lawan', 'prabowo', 'partai', 'setir', 'partai', 'beda', 'suruh', 'partai', 'secar', 'real', 'biaya', 'partainyamelahirkan', 'balas', 'budi', 'cari', 'untung', 'setdknya', 'pulang', 'biaya', 'bibir', 'kerja', 'rakyat']",-13,negatif,-1,-1,negatif
bisetelah debat pertama ini saya dan keluarga besar menentukan pilihan kepada anies baswedan pesan untuk kpu kalian semua harus netral ya jangan lupaib,"['bisetelah', 'debat', 'keluarga', 'tentu', 'pilih', 'anies', 'baswedan', 'pesan', 'kpu', 'netral', 'ya', 'lupaib']",2,positif,1,1,positif
insyaallah pak anis tiada tandingannya kecuali kecurangan saja,"['insyaallah', 'anis', 'tiada', 'tanding', 'kecuali', 'curang']",-5,negatif,-1,-1,negatif
saya dari tarakan dan seluruh warga tempat kami sini tambah yakin pilih pak anies,"['tara', 'warga', 'pilih', 'anies']",0,netral,0,1,positif
bismillah pak prabowo gibran presiden dan wakil presiden 2024,"['bismillah', 'prabowo', 'gibran', 'presiden', 'wakil', 'presiden', '2024']",10,positif,1,1,positif
anies inshaallahaminaamiin,"['anies', 'inshaallahaminaamiin']",0,netral,0,1,positif
apa aniss itu memang pintar kalo bicara tapi maaf untuk kerja jauh saya tau selama tahun di jakarta jka di banding ahok jauh kemana mana,"['aniss', 'pintar', 'kalo', 'bicara', 'maaf', 'kerja', 'tau', 'jakarta', 'jka', 'banding', 'ahok', 'mana']",-3,negatif,-1,-1,negatif
belimbing sayur enggak sampai otaknya sekedar memahami yang di sampaikan pak anies,"['belimbing', 'sayur', 'otak', 'dar', 'paham', 'anies']",0,netral,0,1,positif
prabowo paling bagussantai tegasanies kayak lagi mengajar kuliahpenjelasanya bertele2,"['prabowo', 'bagussantai', 'tegasanies', 'kayak', 'ajar', 'kuliahpenjelasanya', 'bertele2']",-5,negatif,-1,-1,negatif
waduh jadi oleng ke anis nih sekarang maaf pak prabowo saya oleng ke anis tapi saya sudah berjuang buat memenangkan bapak di dua pemilu dulu saya pindah haluan dulu ke anis,"['oleng', 'anis', 'nih', 'maaf', 'prabowo', 'oleng', 'anis', 'juang', 'menang', 'milu', 'pindah', 'haluan', 'anis']",-4,negatif,-1,-1,negatif
saya kok jadi ragu ya untuk memilih pragib setelah menyaksikan sesi debat perdana kemarin untuk presiden 2024,"['ragu', 'ya', 'pilih', 'pragib', 'saksi', 'sesi', 'debat', 'perdana', 'kemarin', 'presiden', '2024']",6,positif,1,1,positif
kelihatannya dari 3 paslon yang adapragib adalah yang paling agak kebingungan dalammenyampaikan dan menjawab pertanyaan dan menyampaikan gagasan,"['3', 'paslon', 'adapragib', 'bingung', 'dalammenyampaikan', 'gagas']",0,netral,0,1,positif
sepertinya kurang persiapan paslon no 2 ini kalah telak dengan pak anis,"['siap', 'paslon', 'no', '2', 'kalah', 'telak', 'anis']",-6,negatif,-1,-1,negatif
dulu saya mendukung prabowo tapi kali ini ragu enggak yakin sama beliaubryakinnya sama pak anies yang hebat dan berwibawa,"['dukung', 'prabowo', 'kali', 'ragu', 'beliaubryakinnya', 'anies', 'hebat', 'wibawa']",1,positif,1,1,positif
sudah 2x nyalon dan 2x kalah eh mau nyalon lagi pak prabowoini menunjukkan bahwa pak prabowo belum saatnya jadi presiden,"['2x', 'nyalon', '2x', 'kalah', 'eh', 'nyalon', 'prabowoini', 'prabowo', 'presiden']",-1,negatif,-1,-1,negatif
sudah 2x nyalon dan 2x kalah eh mau nyalon lagi pak prabowoini menunjukkan bahwa pak prabowo belum saatnya jadi presiden,"['2x', 'nyalon', '2x', 'kalah', 'eh', 'nyalon', 'prabowoini', 'prabowo', 'presiden']",-1,negatif,-1,-1,negatif
dulu mendengar lagu pemilu rasanya adem dan bahagia brbrpemilihan umum telah memanggil kitabrseluruh rakyat menyambut gembirabrbrhak demokrasi pancasilabrhikmat indonesia merdekabrbrpilihlah wakilmu yang dapat dipercayabrpengemban ampera yang setiabrbrdibawah uud 4brkita menuju ke pemilihan umum,"['dengar', 'lagu', 'milu', 'adem', 'bahagia', 'brbrpemilihan', 'panggil', 'kitabrseluruh', 'rakyat', 'sambut', 'gembirabrbrhak', 'demokrasi', 'pancasilabrhikmat', 'indonesia', 'merdekabrbrpilihlah', 'wakil', 'dipercayabrpengemban', 'ampera', 'setiabrbrdibawah', 'uud', '4brkita', 'pilih']",7,positif,1,1,positif
saya juga awalnya begitu tapi setelah menonton debat ini saya langsung mengurungkan hati buat pilih pak prabowo dan mulai research tentang paslon lain dan alhamdulillah sudah bisa menentukan saya akan pilih amin,"['tonton', 'debat', 'langsung', 'urung', 'hati', 'pilih', 'prabowo', 'research', 'paslon', 'alhamdulillah', 'tentu', 'pilih', 'amin']",-5,negatif,-1,-1,negatif
mas anies bertahan menjadi oposisi jokowi sedangkan prabowo berbesar hati untuk tidak menjadi oposisi jokowi karena melihat pemerintahan jokowi baik,"['mas', 'anies', 'tahan', 'oposisi', 'jokowi', 'prabowo', 'besar', 'hati', 'oposisi', 'jokowi', 'perintah', 'jokowi']",-5,negatif,-1,-1,negatif
melihat pernyataanpernyataan pak prabowo jadi makin yakin untuk tidak memilih beliau argumennya sangat dangkal dan solusi yang diberikan sangat minim,"['pernyataanpernyataan', 'prabowo', 'pilih', 'beliau', 'argumen', 'dangkal', 'solusi', 'minim']",-9,negatif,-1,-1,negatif
please kali inijangan memakai kardus apalagi di umumin tengah malemdan mudah2an rakyat enggak di penjaradi caricari kesalahannya hanya karena mendukung oposisibrbrsemoga indonesiabenar2 mewujudkan negara yang benarbenar berdemokrat,"['please', 'kali', 'inijangan', 'pakai', 'kardus', 'umumin', 'malemdan', 'mudah2an', 'rakyat', 'penjaradi', 'caricari', 'salah', 'dukung', 'oposisibrbrsemoga', 'indonesiabenar2', 'wujud', 'negara', 'benarbenar', 'demokrat']",-1,negatif,-1,-1,negatif
yang dulu memilih pabowo semuasekarang beralih ke anis,"['pilih', 'pabowo', 'semuasekarang', 'alih', 'anis']",-2,negatif,-1,-1,negatif
ayo meriahkan pemilu 2024 dengan bahagia dan damai boleh beda pilihan tapi tetap jaga persaudaraan setuju,"['ayo', 'riah', 'milu', '2024', 'bahagia', 'damai', 'beda', 'pilih', 'jaga', 'saudara', 'tuju']",4,positif,1,1,positif
saya takut jika pasangan prabowogibran yang jadi presiden apalagi pak prabowo yang temprament dan tidak bisa kontrol emosi,"['takut', 'pasang', 'prabowogibran', 'presiden', 'prabowo', 'temprament', 'kontrol', 'emosi']",3,positif,1,-1,negatif
pasangan pragib ketarketir dan tampak kebingungan mengikuti debat ini,"['pasang', 'pragib', 'ketarketir', 'bingung', 'ikut', 'debat']",4,positif,1,1,positif
pak prabowo kurang tenang kalo bicara sebelum ada debat aku sudah yakin pak anies paling is the best,"['prabowo', 'tenang', 'kalo', 'bicara', 'debat', 'anies', 'is', 'the', 'best']",7,positif,1,1,positif
kpu harus adil dan jujur untuk bangsa agar aman dan maju,"['kpu', 'adil', 'jujur', 'bangsa', 'aman', 'maju']",4,positif,1,1,positif
rakyat ingin perubahan brkt haji tidak tunggu lama tidak mahal anies baswedan presiden kami,"['rakyat', 'ubah', 'brkt', 'haji', 'tunggu', 'mahal', 'anies', 'baswedan', 'presiden']",3,positif,1,1,positif
dieal anies baswedan presiden indonesia,"['dieal', 'anies', 'baswedan', 'presiden', 'indonesia']",3,positif,1,1,positif
saya tidak yakin beliau menyalon sudah dua kali takut salah perintah dan terburuburu,"['beliau', 'salon', 'kali', 'takut', 'salah', 'perintah', 'terburuburu']",-7,negatif,-1,-1,negatif
pragib seperti orang kebingungan mengikuti debat ini kpu harus bersikap adil jujur dan tegas,"['pragib', 'orang', 'bingung', 'ikut', 'debat', 'kpu', 'sikap', 'adil', 'jujur']",6,positif,1,1,positif
saya jadi khawatir nasib negara kita indonesia jika dipimpin prabowo dan gibran bagaimana jika prabowo sakit dan gibran yang harus memimpin negara ini,"['khawatir', 'nasib', 'negara', 'indonesia', 'pimpin', 'prabowo', 'gibran', 'prabowo', 'sakit', 'gibran', 'pimpin', 'negara']",-9,negatif,-1,-1,negatif
masukan dari ustadz adi hidayat ini bagus dan perlu direalisasikan di debat berikutnya,"['masuk', 'ustadz', 'adi', 'hidayat', 'bagus', 'realisasi', 'debat']",0,netral,0,-1,negatif
saya kurang puas dengan debat pertama capres kami berharap kpu beri kesempatan kepada caprescawapres untuk menyampaikan visi dan misi secara detail dan rinci sehingga masyarakat bisa menilai dan memahami mana gagasan para capres yang lebih baik bukan adu urat adu syaraf atau adu pendapat yang ujung2nya perang syaraf untung tidak adu jotoskrn saling serang di debat pertama brkpu harus beri waktu seluas2nya bagi masingmasing capres untuk paparkan gagasan visi dan misi terus terang debat pertama kurang memuaskankrn waktu yang di berikan tidak cukup bahkan sangat tidak cukupbrmasak untuk menyampaikan gagasan visi dan misis masingmasing capres yang akan memimpin bangsa sebesar indonesia dengan penduduk terbesar ke 4 dunia ini mau di bawa ke mana kok cuma di beri 4 menit saja kayak adu finalti yang benar saja ah,"['puas', 'debat', 'capres', 'harap', 'kpu', 'sempat', 'caprescawapres', 'visi', 'misi', 'detail', 'rinci', 'masyarakat', 'nilai', 'paham', 'gagas', 'capres', 'adu', 'urat', 'adu', 'syaraf', 'adu', 'dapat', 'ujung2nya', 'perang', 'syaraf', 'untung', 'adu', 'jotoskrn', 'serang', 'debat', 'brkpu', 'seluas2nya', 'masingmasing', 'capres', 'papar', 'gagas', 'visi', 'misi', 'terang', 'debat', 'memuaskankrn', 'cukupbrmasak', 'gagas', 'visi', 'misis', 'masingmasing', 'capres', 'pimpin', 'bangsa', 'indonesia', 'duduk', 'besar', '4', 'dunia', 'bawa', '4', 'menit', 'kayak', 'adu', 'finalti', 'ah']",-3,negatif,-1,-1,negatif
yang lain membuatku bingung aku tetap pilih anies yang paling keren calon presidenku,"['buat', 'bingung', 'pilih', 'anies', 'keren', 'calon', 'presiden']",2,positif,1,1,positif
kok pasangan pragib terlihat gugup dan kebingungan mengikuti debat ini,"['pasang', 'pragib', 'gugup', 'bingung', 'ikut', 'debat']",-1,negatif,-1,1,positif
prabowo seperti orang yang kebingungan dalam menjawab setiap pertanyaan dan gibran terlihat seperti pemandu sorak team yang kalah dan tidak berkutik,"['prabowo', 'orang', 'bingung', 'gibran', 'pandu', 'sorak', 'team', 'kalah', 'kutik']",-3,negatif,-1,-1,negatif
saya harap indak banyak dari paslon presiden indonesia tolong jangan datang ke rakyat hanya waktu kalian membutuhkan suaranya saja tapi datanglah ke rakyat seperti halnya kalian datang untuk mendapatkan suaranya dan janji yang kau ucapkan adalah hutang yang harus dibayar bruntuk yang sekarang sedang menyalonkan diri saya juga berharap jangan bohongi rakyat dengan janji semanis madu saja dan jangan pernah lupa dengan siapa yang dulu memilihmu serta jangan lupa dengan asal mulamu sebelum menjadi pejabatbruntuk kpu tetap adil dan jangan pernah condong ke salah satu paslonbrsemangat,"['harap', 'indak', 'paslon', 'presiden', 'indonesia', 'tolong', 'rakyat', 'butuh', 'suara', 'datang', 'rakyat', 'hal', 'suara', 'janji', 'kau', 'ucap', 'hutang', 'bayar', 'bruntuk', 'salon', 'harap', 'bohong', 'rakyat', 'janji', 'seman', 'madu', 'lupa', 'pilih', 'lupa', 'mula', 'pejabatbruntuk', 'kpu', 'adil', 'condong', 'salah', 'paslonbrsemangat']",-39,negatif,-1,-1,negatif
semoga kpu tetap menjaga slogan jujur dan adil sampai hari pemilihan tiba untuk semua calon tunjukkan integritas dan jiwa kepemimpinan agar kita semua bangga memilih kalian,"['moga', 'kpu', 'jaga', 'slogan', 'jujur', 'adil', 'pilih', 'calon', 'tunjuk', 'integritas', 'jiwa', 'pimpin', 'bangga', 'pilih']",3,positif,1,1,positif
pak anies is the best,"['anies', 'is', 'the', 'best']",0,netral,0,0,netral
maju terus untuk pak anies saya sedikit khawatir jika indonesia dipimpin pragib,"['maju', 'anies', 'khawatir', 'indonesia', 'pimpin', 'pragib']",-4,negatif,-1,-1,negatif
khawatir apa bro anis saja dukung rohingya masuk ke indonesia bersama partai pksklo dia kpilih makin banyak rohingya masuk ke indonesia dan indonesia akan dijajah kayak platina dan isriwil,"['khawatir', 'bro', 'anis', 'dukung', 'rohingya', 'masuk', 'indonesia', 'partai', 'pksklo', 'kpilih', 'rohingya', 'masuk', 'indonesia', 'indonesia', 'jajah', 'kayak', 'platina', 'isriwil']",-14,negatif,-1,-1,negatif
usertnvntbebener itu ada datanya kok lewat anis pengungsi rohingya masuk indonesia jadi khawatir gue jika para pengungsi ini menetap di indonesia,"['usertnvntbebener', 'data', 'anis', 'ungsi', 'rohingya', 'masuk', 'indonesia', 'khawatir', 'gue', 'ungsi', 'tetap', 'indonesia']",-7,negatif,-1,-1,negatif
pak ganjar dan pak mahfud pasangan dwi tunggal kwalitasnya yang tidak di ragukan lagi intelektual dan religiusbrpemimpin indonesia di 2024 amin,"['ganjar', 'mahfud', 'pasang', 'dwi', 'tunggal', 'kwalitasnya', 'ragu', 'intelektual', 'religiusbrpemimpin', 'indonesia', '2024', 'amin']",6,positif,1,1,positif
nge calon pertama dan kedua saya pilih pak prabowo tapi nge calon yang ketiga oh tidak cukup pak cukup saya tidak yakin bapak akan menang lagi,"['nge', 'calon', 'pilih', 'prabowo', 'nge', 'calon', 'tiga', 'oh', 'menang']",-3,negatif,-1,-1,negatif
selama debat ini terlihat sekali paslon pragib ini tidak ada kesiapan data sehingga yang terjadi bicaranya selalu gelagapan selalu cukup padahal waktu masih ada dan hampir terpancing emosisayang sekali pak,"['debat', 'paslon', 'pragib', 'kesiap', 'data', 'bicara', 'gelagap', 'pancing', 'emosisayang']",-2,negatif,-1,-1,negatif
debat calon presiden seharusnya lebih bermartabat dengan disediakan podium bagi semua calon sehingga tidak terkesan kayak merendahkan mereka dan waktunya harus diperpanjang sehingga mereka bisa menuntaskan setiap pendapatnya,"['debat', 'calon', 'presiden', 'martabat', 'sedia', 'podium', 'calon', 'kes', 'kayak', 'rendah', 'panjang', 'tuntas', 'dapat']",12,positif,1,1,positif
saya khawatir jika indonesia dipimpin pasangan pragib apalagi cawapresnya hhmm lahir dari undang dadakan,"['khawatir', 'indonesia', 'pimpin', 'pasang', 'pragib', 'cawapresnya', 'hhmm', 'lahir', 'undang', 'dada']",5,positif,1,-1,negatif
semoga debat capres dan wacapres bertujuan positif untuk rakyat indonesia harus diutamakan etika moral diskusi musyawarahtdk saling menghujat dan tata aturan hukum yang mendasari debat,"['moga', 'debat', 'capres', 'wacapres', 'tuju', 'positif', 'rakyat', 'indonesia', 'utama', 'etika', 'moral', 'diskusi', 'musyawarahtdk', 'hujat', 'tata', 'atur', 'hukum', 'dasar', 'debat']",10,positif,1,1,positif
sangat tidak yakin dengan kemampuan prabowo yang sudah 2x gagal menjadi presiden dan gibran yang belum tuntas menjadi walikota,"['mampu', 'prabowo', '2x', 'gagal', 'presiden', 'gibran', 'tuntas', 'walikota']",-1,negatif,-1,-1,negatif
awalnya saya pilih pak prabowo tapi setelah melihat debat ini kok aga ragu ya dengan cara menjawab dan menanggapi nya oleh karena itu saya resmi pilih amin,"['pilih', 'prabowo', 'debat', 'aga', 'ragu', 'ya', 'tanggap', 'nya', 'resmi', 'pilih', 'amin']",5,positif,1,1,positif
terlalu rame pendukungnya debatnya jadi kurang dapat maknanya usulan buat kpu debatnya nanti tanpa pendukung aja dan mestinya juga ada meja kecil untuk bisa buat tulisan coret2an bagi para calon kasihan juga harus berdiri tanpa apa gitu dan kalo bisa para panelis bisa menyampaikan pertanyaan langsung tanpa harus ambil bola2 segala sudah kayak undian turnamen aja dan terakhir waktu saling sanggahnya ditambah jangan cuman semenit waktu total debat lebih dari dua jam malah lebih bagus,"['rame', 'dukung', 'debat', 'makna', 'usul', 'kpu', 'debat', 'dukung', 'aja', 'mesti', 'meja', 'tulis', 'coret2an', 'calon', 'kasihan', 'diri', 'gitu', 'kalo', 'panelis', 'langsung', 'ambil', 'bola2', 'kayak', 'undi', 'turnamen', 'aja', 'sanggah', 'tambah', 'cuman', 'menit', 'total', 'debat', 'jam', 'bagus']",16,positif,1,1,positif
bapak anies is the best,"['anies', 'is', 'the', 'best']",0,netral,0,0,netral
betapa mengerikan membayangkan indonesia yang dipimpin oleh prabowo dan gibran dalam debat kali ini saja sudah terlihat capresnya labil dan kurang menguasai panggung sedangkan cawapresnya provokatif saat debat hufftt semoga indonesia dapat pemimpin yang baik,"['betapa', 'keri', 'bayang', 'indonesia', 'pimpin', 'prabowo', 'gibran', 'debat', 'kali', 'capresnya', 'labil', 'kuasa', 'panggung', 'cawapresnya', 'provokatif', 'debat', 'hufftt', 'moga', 'indonesia', 'pimpin']",8,positif,1,1,positif
melihat cara berbicara dan bersikap prabowo gibran sudah pasti banyak yang ragu untuk memilih paslon tsbamin,"['bicara', 'sikap', 'prabowo', 'gibran', 'ragu', 'pilih', 'paslon', 'tsbamin']",-3,negatif,-1,-1,negatif
paslon yang pakai dresscode biru sepertinya belum menguasai data dan panggung belajar lagi yaa,"['paslon', 'pakai', 'dresscode', 'biru', 'kuasa', 'data', 'panggung', 'ajar', 'yaa']",-2,negatif,-1,-1,negatif
prabowo gibran masih kelihatan bingung dan kurang bisa mengontrol esmosi selalu dukung bp anies baswedan dan cak iminamin,"['prabowo', 'gibran', 'bingung', 'kontrol', 'esmosi', 'dukung', 'bp', 'anies', 'baswedan', 'cak', 'iminamin']",4,positif,1,1,positif
saya sebagai masyrakat awan menilaidebat cawapres perdana yang unggul adlah cawpres nol makanx saya mengharap menangkan anis baswedan amin,"['masyrakat', 'awan', 'menilaidebat', 'cawapres', 'perdana', 'unggul', 'adlah', 'cawpres', 'nol', 'makanx', 'harap', 'menang', 'anis', 'baswedan', 'amin']",-4,negatif,-1,1,positif
negara mana yang tidak punya utang diduniaamerika yang sangat dan sangat terkenal akan semuanya aja utangnya jau lebih besarmesti lebih banyak lagi belajar skill dimedsos bukan berdasarkan pra sangka no data,"['negara', 'utang', 'diduniaamerika', 'kenal', 'aja', 'utang', 'jau', 'besarmesti', 'ajar', 'skill', 'dimedsos', 'dasar', 'pra', 'sangka', 'no', 'data']",-11,negatif,-1,-1,negatif
ketika menjawab soal maka dan mkmk kok langsung nge gass ya,"['mkmk', 'langsung', 'nge', 'gass', 'ya']",7,positif,1,1,positif
sudah 2x nyalon gagal mulu makin yakin pak anis yang menang 2024,"['2x', 'nyalon', 'gagal', 'mulu', 'anis', 'menang', '2024']",-4,negatif,-1,-1,negatif
bagaimana ini debat pragib sepertinya kebingungan pak anis tetap menjadi pilihan 2024,"['debat', 'pragib', 'bingung', 'anis', 'pilih', '2024']",1,positif,1,1,positif
